candidate_id,problem,language,submission_id,source_file,issue_id,severity,line,column,message,risk,code_before,code_at_line,code_after,approved_for_removal,review_notes
unused_000116,gigel-si-raspandirea-vestilor,cpp,1333805462,gigel-si-raspandirea-vestilor/1333805462.cpp,unusedVariable,style,48,15,Unused variable: t,medium,{,"int n, m, t, j, x, y, i, k;",,FALSE,
unused_000117,gigel-si-raspandirea-vestilor,cpp,1333805462,gigel-si-raspandirea-vestilor/1333805462.cpp,unusedVariable,style,48,18,Unused variable: j,medium,{,"int n, m, t, j, x, y, i, k;",,FALSE,
unused_000118,gigel-si-raspandirea-vestilor,cpp,1333805462,gigel-si-raspandirea-vestilor/1333805462.cpp,unusedVariable,style,48,30,Unused variable: k,medium,{,"int n, m, t, j, x, y, i, k;",,FALSE,
unused_000119,gigel-si-raspandirea-vestilor,cpp,1333805723,gigel-si-raspandirea-vestilor/1333805723.cpp,unusedVariable,style,45,25,Unused variable: pq,medium,"vector<int> d(n + 1, 0);","set<pair<int, int>> pq;",,FALSE,
unused_000120,gigel-si-raspandirea-vestilor,cpp,1342819300,gigel-si-raspandirea-vestilor/1342819300.cpp,unusedFunction,style,30,4,The function 'mypowr' is never used.,high,ll const md=998244353LL;,"ll mypowr(ll a,ll b, ll mod1) {ll res=1;if(b<0)b=0;a%=mod1; assert(b>=0);",for(;b;b>>=1){if(b&1)res=res*a%mod1;a=a*a%mod1;}return res;},FALSE,
unused_000121,gigel-si-raspandirea-vestilor,cpp,1342819300,gigel-si-raspandirea-vestilor/1342819300.cpp,unusedFunction,style,32,4,The function 'mypow' is never used.,high,for(;b;b>>=1){if(b&1)res=res*a%mod1;a=a*a%mod1;}return res;},"ll mypow(ll a,ll b) {ll res=1;if(b<0)b=0;assert(b>=0);",for(;b;b>>=1){if(b&1)res=res*a;a=a*a;}return res;},FALSE,
unused_000122,gigel-si-raspandirea-vestilor,cpp,1342819313,gigel-si-raspandirea-vestilor/1342819313.cpp,unusedFunction,style,30,4,The function 'mypowr' is never used.,high,ll const md=998244353LL;,"ll mypowr(ll a,ll b, ll mod1) {ll res=1;if(b<0)b=0;a%=mod1; assert(b>=0);",for(;b;b>>=1){if(b&1)res=res*a%mod1;a=a*a%mod1;}return res;},FALSE,
unused_000123,gigel-si-raspandirea-vestilor,cpp,1342819313,gigel-si-raspandirea-vestilor/1342819313.cpp,unusedFunction,style,32,4,The function 'mypow' is never used.,high,for(;b;b>>=1){if(b&1)res=res*a%mod1;a=a*a%mod1;}return res;},"ll mypow(ll a,ll b) {ll res=1;if(b<0)b=0;assert(b>=0);",for(;b;b>>=1){if(b&1)res=res*a;a=a*a;}return res;},FALSE,
unused_000124,gigel-si-raspandirea-vestilor,cpp,1344591257,gigel-si-raspandirea-vestilor/1344591257.cpp,unreadVariable,style,25,30,Variable 'ok' is assigned a value that is never used.,medium,"int n, m;","int i, j, cur, k = 1, ok = 0;",int t = 1;,FALSE,
unused_000125,gigel-si-raspandirea-vestilor,cpp,1344591257,gigel-si-raspandirea-vestilor/1344591257.cpp,unreadVariable,style,44,16,Variable 'ok' is assigned a value that is never used.,medium,t++;,ok = 0;,},FALSE,
unused_000126,gigel-si-raspandirea-vestilor,c,1344600466,gigel-si-raspandirea-vestilor/1344600466.c,unusedVariable,style,14,9,Unused variable: nr,medium,int vis[N+1];,int nr[2*M+1];,for(int i=1;i<=N; i++),FALSE,
unused_000127,gigel-si-raspandirea-vestilor,cpp,1344603922,gigel-si-raspandirea-vestilor/1344603922.cpp,unreadVariable,style,38,24,Variable 'visited' is assigned a value that is never used.,medium,cin >> n >> m;,"vector<int> visited(n, 0);","for (int i = 1, x, y; i <= m; i++) {",FALSE,
unused_000128,gigel-si-raspandirea-vestilor,cpp,1344603930,gigel-si-raspandirea-vestilor/1344603930.cpp,unreadVariable,style,37,24,Variable 'visited' is assigned a value that is never used.,medium,cin >> n >> m;,"vector<int> visited(n, 0);","for (int i = 1, x, y; i <= m; i++) {",FALSE,
unused_000129,gigel-si-raspandirea-vestilor,cpp,1344603958,gigel-si-raspandirea-vestilor/1344603958.cpp,unreadVariable,style,37,24,Variable 'visited' is assigned a value that is never used.,medium,cin >> n >> m;,"vector<int> visited(n, 0);","for (int i = 1, x, y; i <= m; i++) {",FALSE,
unused_000130,gigel-si-raspandirea-vestilor,cpp,1344604039,gigel-si-raspandirea-vestilor/1344604039.cpp,unreadVariable,style,39,24,Variable 'visited' is assigned a value that is never used.,medium,cin >> n >> m;,"vector<int> visited(n, 0);","for (int i = 1, x, y; i <= m; i++) {",FALSE,
unused_000131,gigel-si-raspandirea-vestilor,cpp,1344626151,gigel-si-raspandirea-vestilor/1344626151.cpp,unusedStructMember,style,32,9,class member 'Task::source' is never used.,high,,int source;,,FALSE,
unused_000132,gigel-si-raspandirea-vestilor,cpp,1344637800,gigel-si-raspandirea-vestilor/1344637800.cpp,unusedFunction,style,13,6,The function 'printArr' is never used.,high,,"void printArr(int arr[], int size) {","int i, ma = 0;",FALSE,
unused_000133,gigel-si-raspandirea-vestilor,cpp,1344637809,gigel-si-raspandirea-vestilor/1344637809.cpp,unusedFunction,style,13,6,The function 'printArr' is never used.,high,,"void printArr(int arr[], int size) {","int i, ma = 0;",FALSE,
unused_000134,gigel-si-raspandirea-vestilor,cpp,1361660446,gigel-si-raspandirea-vestilor/1361660446.cpp,unreadVariable,style,36,11,Variable 't' is assigned a value that is never used.,medium,q.push(1);,int t = 0;,,FALSE,
unused_000135,gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,unreadVariable,style,10,12,Variable 'nr' is assigned a value that is never used.,medium,queue<int> Queue;,int nr = 0;,,FALSE,
unused_000136,gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,unreadVariable,style,20,20,Variable 'gasit' is assigned a value that is never used.,medium,,bool gasit = false;,,FALSE,
unused_000137,gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unreadVariable,style,23,12,Variable 'd[i]' is assigned a value that is never used.,medium,vizitat[i] = 0;,d[i] = -1;,},FALSE,
unused_000138,gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,28,16,Unused variable: sq,medium,vizitat[1] = 1;,queue<int> sq;,,FALSE,
unused_000139,gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,30,9,Unused variable: cur_node,medium,,int cur_node;,q.push(1);,FALSE,
unused_000140,gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,12,18,Variable 'lastNode' is assigned a value that is never used.,medium,,int lastNode = start;,,FALSE,
unused_000141,gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,22,26,Variable 'lastNode' is assigned a value that is never used.,medium,q.push(adj);,lastNode = adj;,},FALSE,
unused_000142,gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,9,struct member 'Entry::node' is never used.,high,struct Entry {,"int node, k;",};,FALSE,
unused_000143,gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,15,struct member 'Entry::k' is never used.,high,struct Entry {,"int node, k;",};,FALSE,
unused_000144,gigel-si-raspandirea-vestilor,cpp,1408462766,gigel-si-raspandirea-vestilor/1408462766.cpp,unreadVariable,style,27,13,Variable 'dist[1]' is assigned a value that is never used.,medium,visited[1] = true;,dist[1] = 0;,,FALSE,
unused_000145,gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,13,25,Variable 'timestamp' is assigned a value that is never used.,medium,,"int N, M, timestamp = 0;",queue<int> q;,FALSE,
unused_000146,gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,33,16,Variable 'ok' is assigned a value that is never used.,medium,q.pop();,int ok = 0;,,FALSE,
unused_000147,gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,unreadVariable,style,24,14,Variable 'last' is assigned a value that is never used.,medium,edge[y].push_back(x);,last = y;,},FALSE,
unused_000148,gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,9,struct member 'Elev::id' is never used.,high,struct Elev {,"int id, ts;",};,FALSE,
unused_000149,gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,13,struct member 'Elev::ts' is never used.,high,struct Elev {,"int id, ts;",};,FALSE,
unused_000150,gigel-si-raspandirea-vestilor,cpp,1408531685,gigel-si-raspandirea-vestilor/1408531685.cpp,unreadVariable,style,12,16,Variable 'drumuri' is assigned a value that is never used.,medium,"int a,b;",int drumuri=0;,cin>>a>>b;,FALSE,
unused_000151,gigel-si-raspandirea-vestilor,cpp,1408532626,gigel-si-raspandirea-vestilor/1408532626.cpp,unreadVariable,style,29,9,Variable 'time' is assigned a value that is never used.,medium,deque<student> q;,int time=0;,"vector<int> visited(N+1, false);",FALSE,
unused_000152,gigel-si-raspandirea-vestilor,cpp,1408554671,gigel-si-raspandirea-vestilor/1408554671.cpp,unreadVariable,style,26,11,Variable 'viz[1]' is assigned a value that is never used.,medium,queue<int> q;,viz[1]=true;,q.push(1);,FALSE,
unused_000153,gigel-si-raspandirea-vestilor,cpp,1408564289,gigel-si-raspandirea-vestilor/1408564289.cpp,unreadVariable,style,33,14,Variable 'timp' is assigned a value that is never used.,medium,coada.push(1);,int timp = 1;,,FALSE,
unused_000154,gigel-si-raspandirea-vestilor,cpp,1408570922,gigel-si-raspandirea-vestilor/1408570922.cpp,redundantAssignment,style,24,10,Variable 'v[1]' is reassigned a value before the old one has been used.,medium,queue<int> q;,v[1] = 0;,q.push(1);,FALSE,
unused_000155,gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min2;,ns2 -= min2;,,FALSE,
unused_000156,gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,medium,freq2[STAR] -= min3;,ns1 -= min3;,ns2 -= min3;,FALSE,
unused_000157,gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min3;,ns2 -= min3;,,FALSE,
unused_000158,gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min2;,ns2 -= min2;,,FALSE,
unused_000159,gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,medium,freq2[STAR] -= min3;,ns1 -= min3;,ns2 -= min3;,FALSE,
unused_000160,gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min3;,ns2 -= min3;,,FALSE,
unused_000161,gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min2;,ns2 -= min2;,,FALSE,
unused_000162,gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,medium,freq2[STAR] -= min3;,ns1 -= min3;,ns2 -= min3;,FALSE,
unused_000163,gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min3;,ns2 -= min3;,,FALSE,
unused_000164,gigel-si-sosetele,cpp,1314235545,gigel-si-sosetele/1314235545.cpp,unusedVariable,style,12,17,Unused variable: stanga,medium,cin>>n;,vector<int> stanga;,vector<int> dreapta;,FALSE,
unused_000165,gigel-si-sosetele,cpp,1314235545,gigel-si-sosetele/1314235545.cpp,unusedVariable,style,13,17,Unused variable: dreapta,medium,vector<int> stanga;,vector<int> dreapta;,string s1;,FALSE,
unused_000166,gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,60,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min2;,ns2 -= min2;,,FALSE,
unused_000167,gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,67,7,Variable 'ns1' is assigned a value that is never used.,medium,freq2[STAR] -= min3;,ns1 -= min3;,ns2 -= min3;,FALSE,
unused_000168,gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,68,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min3;,ns2 -= min3;,,FALSE,
unused_000169,gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,73,7,Variable 'ns1' is assigned a value that is never used.,medium,total += min4;,ns1 -= min4;,ns2 -= min4;,FALSE,
unused_000170,gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,74,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min4;,ns2 -= min4;,,FALSE,
unused_000171,gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,89,16,Variable 'cB[26]' is assigned a value that is never used.,medium,count += cA[26];,cB[26] -= cA[26];,cA[26] = 0;,FALSE,
unused_000172,gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unusedFunction,style,9,5,The function 'abs' is never used.,high,,int abs(int a) {,if (a < 0) {,FALSE,
unused_000173,gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,90,16,Variable 'cA[26]' is assigned a value that is never used.,medium,cB[26] -= cA[26];,cA[26] = 0;,} else {,FALSE,
unused_000174,gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,93,16,Variable 'cA[26]' is assigned a value that is never used.,medium,count += cB[26];,cA[26] -= cB[26];,cB[26] = 0;,FALSE,
unused_000175,gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,94,16,Variable 'cB[26]' is assigned a value that is never used.,medium,cA[26] -= cB[26];,cB[26] = 0;,},FALSE,
unused_000176,gigel-si-sosetele,cpp,1314235619,gigel-si-sosetele/1314235619.cpp,unreadVariable,style,32,25,Variable 'x' is assigned a value that is never used.,medium,ok++;,"char *x = strchr(dreapta,dreapta[j]);","char *y = strchr(dreapta,dreapta[j + 1]);",FALSE,
unused_000177,gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unusedVariable,style,39,9,Unused variable: leftJokers,medium,int matched;,int leftJokers;,int rightJokers;,FALSE,
unused_000178,gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unusedVariable,style,40,9,Unused variable: rightJokers,medium,int leftJokers;,int rightJokers;,for(char c:left){,FALSE,
unused_000179,gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unreadVariable,style,75,19,Variable 'leftS[26]' is assigned a value that is never used.,medium,matches += matched;,leftS[26] -= matched;,rightS[26] -= matched;,FALSE,
unused_000180,gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unreadVariable,style,76,20,Variable 'rightS[26]' is assigned a value that is never used.,medium,leftS[26] -= matched;,rightS[26] -= matched;,},FALSE,
unused_000181,gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min2;,ns2 -= min2;,,FALSE,
unused_000182,gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,medium,freq2[STAR] -= min3;,ns1 -= min3;,ns2 -= min3;,FALSE,
unused_000183,gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min3;,ns2 -= min3;,,FALSE,
unused_000184,gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,71,7,Variable 'ns1' is assigned a value that is never used.,medium,total += min4;,ns1 -= min4;,ns2 -= min4;,FALSE,
unused_000185,gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,72,7,Variable 'ns2' is assigned a value that is never used.,medium,ns1 -= min4;,ns2 -= min4;,,FALSE,
unused_000186,gigel-si-sosetele,cpp,1314235697,gigel-si-sosetele/1314235697.cpp,unusedVariable,style,12,17,Unused variable: stanga,medium,cin>>n;,vector<int> stanga;,vector<int> dreapta;,FALSE,
unused_000187,gigel-si-sosetele,cpp,1314235697,gigel-si-sosetele/1314235697.cpp,unusedVariable,style,13,17,Unused variable: dreapta,medium,vector<int> stanga;,vector<int> dreapta;,string s1;,FALSE,
unused_000188,gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unusedVariable,style,18,12,Unused variable: x,medium,,"int n, x, i;",cin >> n;,FALSE,
unused_000189,gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unreadVariable,style,72,18,Variable 'color_dr' is assigned a value that is never used.,medium,p += color_dr;,color_dr = 0;,} else {,FALSE,
unused_000190,gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unreadVariable,style,80,18,Variable 'color_st' is assigned a value that is never used.,medium,p += color_st;,color_st = 0;,} else {,FALSE,
unused_000191,gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unusedVariable,style,39,9,Unused variable: leftJokers,medium,int matched;,int leftJokers;,int rightJokers;,FALSE,
unused_000192,gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unusedVariable,style,40,9,Unused variable: rightJokers,medium,int leftJokers;,int rightJokers;,for(char c:left){,FALSE,
unused_000193,gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unreadVariable,style,73,19,Variable 'leftS[26]' is assigned a value that is never used.,medium,matches += matched;,leftS[26] -= matched;,rightS[26] -= matched;,FALSE,
unused_000194,gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unreadVariable,style,74,20,Variable 'rightS[26]' is assigned a value that is never used.,medium,leftS[26] -= matched;,rightS[26] -= matched;,},FALSE,
unused_000195,gigel-si-sosetele,cpp,1314235883,gigel-si-sosetele/1314235883.cpp,unreadVariable,style,11,41,Variable 'alph' is assigned a value that is never used.,medium,int main() {,"char st[100002], dr[100002], alph[] = ""abcdefghijklmnopqrstuvwxyz"";","int fvst[28], fvdr[28], starst = 0, stardr = 0, nrperechi = 0, n;",FALSE,
unused_000196,gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unusedVariable,style,18,12,Unused variable: x,medium,,"int n, x, i;",cin >> n;,FALSE,
unused_000197,gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unreadVariable,style,84,18,Variable 'color_dr' is assigned a value that is never used.,medium,p += color_dr;,color_dr = 0;,} else {,FALSE,
unused_000198,gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unreadVariable,style,92,18,Variable 'color_st' is assigned a value that is never used.,medium,p += color_st;,color_st = 0;,} else {,FALSE,
unused_000199,gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,70,16,Variable 'cB[26]' is assigned a value that is never used.,medium,count += cA[26];,cB[26] -= cA[26];,cA[26] = 0;,FALSE,
unused_000200,gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,71,16,Variable 'cA[26]' is assigned a value that is never used.,medium,cB[26] -= cA[26];,cA[26] = 0;,} else {,FALSE,
unused_000201,gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,74,16,Variable 'cA[26]' is assigned a value that is never used.,medium,count += cB[26];,cA[26] -= cB[26];,cB[26] = 0;,FALSE,
unused_000202,gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,75,16,Variable 'cB[26]' is assigned a value that is never used.,medium,cA[26] -= cB[26];,cB[26] = 0;,},FALSE,
unused_000203,gigel-si-sosetele,cpp,1314236089,gigel-si-sosetele/1314236089.cpp,unreadVariable,style,70,16,Variable 'cA[26]' is assigned a value that is never used.,medium,count += cA[26];,cA[26] = 0;,cB[26] = 0;,FALSE,
unused_000204,gigel-si-sosetele,cpp,1314236089,gigel-si-sosetele/1314236089.cpp,unreadVariable,style,71,16,Variable 'cB[26]' is assigned a value that is never used.,medium,cA[26] = 0;,cB[26] = 0;,} else {,FALSE,
unused_000205,gigel-si-sosetele,cpp,1314236161,gigel-si-sosetele/1314236161.cpp,unusedVariable,style,12,17,Unused variable: stanga,medium,cin>>n;,vector<int> stanga;,vector<int> dreapta;,FALSE,
unused_000206,gigel-si-sosetele,cpp,1314236161,gigel-si-sosetele/1314236161.cpp,unusedVariable,style,13,17,Unused variable: dreapta,medium,vector<int> stanga;,vector<int> dreapta;,string s1;,FALSE,
unused_000207,gigel-si-sosetele,cpp,1314236189,gigel-si-sosetele/1314236189.cpp,unreadVariable,style,33,28,Variable 'my_str' is assigned a value that is never used.,medium,i++;,"string my_str = right_str.substr(i, N);",,FALSE,
unused_000208,gigel-si-sosetele,cpp,1314236259,gigel-si-sosetele/1314236259.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,medium,i++;,"string my_str = right_str.substr(i, N);",,FALSE,
unused_000209,gigel-si-sosetele,cpp,1314236286,gigel-si-sosetele/1314236286.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;",cin>>n;,FALSE,
unused_000210,gigel-si-sosetele,cpp,1314236302,gigel-si-sosetele/1314236302.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;",cin>>n;,FALSE,
unused_000211,gigel-si-sosetele,cpp,1314236340,gigel-si-sosetele/1314236340.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,medium,i++;,"string my_str = right_str.substr(i, N);",,FALSE,
unused_000212,gigel-si-sosetele,cpp,1314236347,gigel-si-sosetele/1314236347.cpp,unreadVariable,style,66,16,Variable 'cA[26]' is assigned a value that is never used.,medium,count += cA[26];,cA[26] = 0;,cB[26] = 0;,FALSE,
unused_000213,gigel-si-sosetele,cpp,1314236347,gigel-si-sosetele/1314236347.cpp,unreadVariable,style,67,16,Variable 'cB[26]' is assigned a value that is never used.,medium,cA[26] = 0;,cB[26] = 0;,},FALSE,
unused_000214,gigel-si-sosetele,cpp,1314236409,gigel-si-sosetele/1314236409.cpp,unusedFunction,style,25,9,The function 'search' is never used.,high,,"int search(string s, char c, int l, int r) {",if (r >= l) {,FALSE,
unused_000215,gigel-si-sosetele,cpp,1314236452,gigel-si-sosetele/1314236452.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;","scanf(""%d"",&n);",FALSE,
unused_000216,gigel-si-sosetele,cpp,1314236467,gigel-si-sosetele/1314236467.cpp,unusedFunction,style,25,9,The function 'search' is never used.,high,,"int search(string s, char c, int l, int r) {",if (r >= l) {,FALSE,
unused_000217,gigel-si-sosetele,cpp,1314236501,gigel-si-sosetele/1314236501.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;","scanf(""%d"",&n);",FALSE,
unused_000218,gigel-si-sosetele,cpp,1314236509,gigel-si-sosetele/1314236509.cpp,unusedFunction,style,25,9,The function 'search' is never used.,high,,"int search(string s, char c, int l, int r) {",if (r >= l) {,FALSE,
unused_000219,gigel-si-sosetele,cpp,1314236517,gigel-si-sosetele/1314236517.cpp,unusedVariable,style,14,18,Unused variable: left,medium,cin >> n;,"vector<char> left, right;","vector<int> count(256, 0);",FALSE,
unused_000220,gigel-si-sosetele,cpp,1314236517,gigel-si-sosetele/1314236517.cpp,unusedVariable,style,14,24,Unused variable: right,medium,cin >> n;,"vector<char> left, right;","vector<int> count(256, 0);",FALSE,
unused_000221,gigel-si-sosetele,cpp,1314236536,gigel-si-sosetele/1314236536.cpp,unreadVariable,style,89,32,Variable 'nr_stelute' is assigned a value that is never used.,medium,{,int nr_stelute = 0;,if (dreapta[i] == '*' && suma != n),FALSE,
unused_000222,gigel-si-sosetele,cpp,1314236540,gigel-si-sosetele/1314236540.cpp,unusedFunction,style,25,9,The function 'search' is never used.,high,,"int search(string s, char c, int l, int r) {",if (r >= l) {,FALSE,
unused_000223,gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,20,30,Unused variable: pairs,medium,int counter = 0;,"vector<pair<char, char>> pairs;","int vis1[n + 1], vis2[n + 1];",FALSE,
unused_000224,gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,21,9,Unused variable: vis1,medium,"vector<pair<char, char>> pairs;","int vis1[n + 1], vis2[n + 1];",char aux;,FALSE,
unused_000225,gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,21,22,Unused variable: vis2,medium,"vector<pair<char, char>> pairs;","int vis1[n + 1], vis2[n + 1];",char aux;,FALSE,
unused_000226,gigel-si-sosetele,cpp,1314236582,gigel-si-sosetele/1314236582.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,medium,i++;,"string my_str = right_str.substr(i, N);",,FALSE,
unused_000227,gigel-si-sosetele,cpp,1314236648,gigel-si-sosetele/1314236648.cpp,unusedVariable,style,13,39,Unused variable: inp,medium,,"char leftS[n + 1], rightS[n + 1], inp;",,FALSE,
unused_000228,gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unreadVariable,style,11,15,Variable 'cnt' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;","scanf(""%d"",&n);",FALSE,
unused_000229,gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,medium,,"int n,cnt = 0,cnts=0;","scanf(""%d"",&n);",FALSE,
unused_000230,gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,13,17,Unused variable: v1,medium,"scanf(""%d"",&n);","vector<int> v1,v2;","int i,j;",FALSE,
unused_000231,gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,13,20,Unused variable: v2,medium,"scanf(""%d"",&n);","vector<int> v1,v2;","int i,j;",FALSE,
unused_000232,gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,14,9,Unused variable: i,medium,"vector<int> v1,v2;","int i,j;",char c;,FALSE,
