problem,submission_id,user_id,score,language,predicted_algorithm,best_reference_id,jplag_similarity,feature_similarity,score_compatibility,combined_score,second_combined_score,combined_margin,confidence,tests_run,tests_passed,tests_failed,pass_rate_percentage,wrong_answers,timeouts,runtime_errors,compilation_error,passed_tests,failed_tests,timeout_tests,runtime_error_tests,total_execution_time_seconds,average_execution_time_seconds,maximum_execution_time_seconds
gigel-si-raspandirea-vestilor,1323456754,user_0080,5.0,java,unknown,1314236937,0.0,0.86681,0.1,0.270043,0.0,0.270043,low,22,4,18,18.18,8,3,7,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt""]","[""input03.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input12.txt"", ""input13.txt"", ""input14.txt""]","[""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",16.316798,0.741673,3.0
gigel-si-raspandirea-vestilor,1332423496,user_0044,5.0,cpp,unknown,1344636729,0.0,0.870265,0.95,0.35608,0.325599,0.030481,low,22,4,18,18.18,18,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt""]","[""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],7.249993,0.329545,0.867209
gigel-si-raspandirea-vestilor,1332671446,user_0066,5.0,cpp,unknown,1344636729,0.0,0.858461,0.95,0.352538,0.32801,0.024528,low,22,3,19,13.64,19,0,0,False,"[""input00.txt"", ""input02.txt"", ""input05.txt""]","[""input01.txt"", ""input03.txt"", ""input04.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],7.159291,0.325422,0.875267
gigel-si-raspandirea-vestilor,1333801716,user_0157,5.0,java,dijkstra,1314236937,0.402299,0.921478,0.1,0.527823,0.0,0.527823,medium,22,4,18,18.18,15,0,3,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt""]","[""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input19.txt"", ""input20.txt"", ""input21.txt""]",5.902577,0.268299,0.515831
gigel-si-raspandirea-vestilor,1378146373,user_0291,5.0,cpp,unknown,1344636729,0.0,0.736561,0.95,0.315968,0.30744,0.008528,low,22,4,18,18.18,18,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt""]","[""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],6.380178,0.290008,0.812896
gigel-si-raspandirea-vestilor,1378148743,user_0291,5.0,cpp,unknown,1344636729,0.0,0.863876,0.95,0.354163,0.335992,0.018171,low,22,4,18,18.18,18,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input05.txt""]","[""input03.txt"", ""input04.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],6.536204,0.2971,0.874435
gigel-si-raspandirea-vestilor,1378160091,user_0298,5.0,java,dijkstra,1314236937,0.352584,0.937528,0.1,0.502808,0.0,0.502808,medium,22,3,19,13.64,17,2,0,False,"[""input00.txt"", ""input02.txt"", ""input03.txt""]","[""input01.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input05.txt"", ""input08.txt""]",[],13.731372,0.624153,3.0
gigel-si-raspandirea-vestilor,1314234684,user_0224,7.5,java,unknown,1314236937,0.353659,0.857622,0.15,0.484482,0.0,0.484482,low,22,5,17,22.73,6,10,1,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input05.txt""]","[""input04.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input21.txt""]","[""input20.txt""]",36.433965,1.656089,3.0
gigel-si-raspandirea-vestilor,1314234833,user_0239,7.5,cpp,unknown,1314235683,0.0,0.846153,0.9,0.343846,0.341728,0.002117,low,22,5,17,22.73,0,3,14,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt""]","[""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input05.txt"", ""input06.txt"", ""input12.txt""]","[""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",11.554766,0.525217,3.0
gigel-si-raspandirea-vestilor,1314234861,user_0128,7.5,java,unknown,1314236937,0.349398,0.879423,0.15,0.488466,0.0,0.488466,low,22,5,17,22.73,17,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt""]","[""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],12.108902,0.550405,1.23384
gigel-si-raspandirea-vestilor,1314235242,user_0031,7.5,java,dijkstra,1314236937,0.357143,0.91984,0.15,0.505238,0.0,0.505238,medium,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314235764,user_0031,7.5,java,unknown,1314236937,0.337079,0.905716,0.15,0.488962,0.0,0.488962,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314235832,user_0085,7.5,cpp,unknown,1331969905,0.0,0.848269,0.65,0.319481,0.309301,0.010179,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314236462,user_0071,7.5,java,unknown,1314236937,0.353293,0.896031,0.15,0.495785,0.0,0.495785,low,22,5,17,22.73,0,4,13,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt""]","[""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input13.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt""]","[""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input14.txt"", ""input15.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",31.83298,1.446954,3.021148
gigel-si-raspandirea-vestilor,1314236708,user_0344,7.5,java,unknown,1314236937,0.342029,0.875073,0.15,0.482739,0.0,0.482739,low,22,5,17,22.73,14,0,3,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input05.txt""]","[""input04.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input19.txt"", ""input20.txt"", ""input21.txt""]",8.737338,0.397152,0.725061
gigel-si-raspandirea-vestilor,1314237386,user_0031,7.5,java,unknown,1314236937,0.333333,0.91893,0.15,0.490679,0.0,0.490679,low,0,0,0,0.0,0,0,0,True,[],[],[],[],0.0,0.0,0.0
gigel-si-raspandirea-vestilor,1314237733,user_0040,7.5,cpp,unknown,1391862501,0.337349,0.928038,0.15,0.495821,0.327655,0.168166,low,22,0,22,0.0,0,6,16,False,[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input06.txt"", ""input07.txt"", ""input12.txt"", ""input15.txt"", ""input18.txt"", ""input20.txt""]","[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input13.txt"", ""input14.txt"", ""input16.txt"", ""input17.txt"", ""input19.txt"", ""input21.txt""]",27.888022,1.267637,3.0
gigel-si-raspandirea-vestilor,1323417597,user_0167,7.5,cpp,unknown,1314235683,0.0,0.891941,0.9,0.357582,0.346906,0.010676,low,22,0,22,0.0,0,0,22,False,[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",3.244818,0.147492,0.302733
gigel-si-raspandirea-vestilor,1323455060,user_0208,7.5,cpp,unknown,1331969905,0.0,0.91365,0.65,0.339095,0.336781,0.002314,low,22,5,17,22.73,8,9,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],29.9354,1.3607,3.0
gigel-si-raspandirea-vestilor,1333776306,user_0066,7.5,cpp,unknown,1314235683,0.0,0.910617,0.9,0.363185,0.321353,0.041832,low,22,0,22,0.0,0,8,14,False,[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input00.txt"", ""input01.txt"", ""input03.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input09.txt"", ""input18.txt""]","[""input02.txt"", ""input04.txt"", ""input08.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",26.089031,1.185865,3.0
gigel-si-raspandirea-vestilor,1333805220,user_0370,7.5,java,dijkstra,1314236937,0.352584,0.930729,0.15,0.505769,0.0,0.505769,medium,22,4,18,18.18,18,0,0,False,"[""input01.txt"", ""input02.txt"", ""input03.txt"", ""input11.txt""]","[""input00.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],7.654416,0.347928,0.711066
gigel-si-raspandirea-vestilor,1344637470,user_0001,7.5,java,unknown,1314236937,0.329545,0.787193,0.15,0.448885,0.0,0.448885,low,22,5,17,22.73,7,2,8,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input12.txt"", ""input21.txt""]","[""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",28.671569,1.303253,3.0
gigel-si-raspandirea-vestilor,1408520332,user_0238,7.5,cpp,unknown,1314235683,0.0,0.956716,0.9,0.377015,0.321673,0.055342,low,22,5,17,22.73,6,2,9,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input05.txt"", ""input07.txt""]","[""input03.txt"", ""input04.txt"", ""input06.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input11.txt"", ""input18.txt""]","[""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",8.147954,0.370362,3.0
gigel-si-raspandirea-vestilor,1314234597,user_0168,10.0,java,dijkstra,1314236937,0.391813,0.901372,0.2,0.525499,0.0,0.525499,medium,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],9.993354,0.454243,0.908516
gigel-si-raspandirea-vestilor,1314234697,user_0168,10.0,java,dijkstra,1314236937,0.391813,0.901372,0.2,0.525499,0.0,0.525499,medium,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],12.673399,0.576064,1.026585
gigel-si-raspandirea-vestilor,1314234801,user_0014,10.0,cpp,unknown,1331969905,0.0,0.98954,0.7,0.366862,0.337554,0.029308,low,22,5,17,22.73,3,2,12,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input07.txt""]","[""input04.txt"", ""input05.txt"", ""input06.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input08.txt"", ""input15.txt""]","[""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",8.433726,0.383351,3.0
gigel-si-raspandirea-vestilor,1314234919,user_0060,10.0,cpp,unknown,1331969905,0.0,0.890865,0.7,0.33726,0.336104,0.001156,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],5.05889,0.22995,0.691651
gigel-si-raspandirea-vestilor,1314235102,user_0060,10.0,cpp,unknown,1331969905,0.0,0.884106,0.7,0.335232,0.334108,0.001124,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],4.930339,0.224106,0.564703
gigel-si-raspandirea-vestilor,1314236367,user_0142,10.0,java,dijkstra,1314236937,0.933333,0.999787,0.2,0.879936,0.0,0.879936,high,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],13.480878,0.612767,1.406284
gigel-si-raspandirea-vestilor,1314236425,user_0142,10.0,java,dijkstra,1314236937,0.890547,0.997894,0.2,0.853697,0.0,0.853697,high,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],10.59588,0.481631,1.45094
gigel-si-raspandirea-vestilor,1314236833,user_0043,10.0,cpp,unknown,1331969905,0.0,0.912492,0.7,0.343747,0.33846,0.005288,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt""]","[""input03.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],3.71547,0.168885,0.476102
gigel-si-raspandirea-vestilor,1314237626,user_0439,10.0,cpp,unknown,1331969905,0.0,0.85845,0.7,0.327535,0.325092,0.002443,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],3.760952,0.170952,0.471292
gigel-si-raspandirea-vestilor,1314237654,user_0439,10.0,cpp,unknown,1331969905,0.0,0.858937,0.7,0.327681,0.325169,0.002512,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],3.047376,0.138517,0.418656
gigel-si-raspandirea-vestilor,1314237763,user_0439,10.0,cpp,unknown,1331969905,0.0,0.857934,0.7,0.32738,0.323752,0.003628,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],3.699766,0.168171,0.403565
gigel-si-raspandirea-vestilor,1314237793,user_0439,10.0,cpp,unknown,1314235683,0.0,0.804027,0.85,0.326208,0.325655,0.000553,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],3.253834,0.147902,0.407831
gigel-si-raspandirea-vestilor,1323455295,user_0038,10.0,cpp,unknown,1331969905,0.0,0.982356,0.7,0.364707,0.34027,0.024437,low,22,0,22,0.0,0,4,18,False,[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input21.txt""]","[""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",14.030988,0.637772,3.0
gigel-si-raspandirea-vestilor,1332755913,user_0024,10.0,cpp,unknown,1331969905,0.0,0.910236,0.7,0.343071,0.316682,0.026389,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],5.562585,0.252845,0.639255
gigel-si-raspandirea-vestilor,1333777278,user_0088,10.0,cpp,unknown,1314235683,0.0,0.89597,0.85,0.353791,0.322258,0.031533,low,22,4,18,18.18,18,0,0,False,"[""input05.txt"", ""input08.txt"", ""input12.txt"", ""input15.txt""]","[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input06.txt"", ""input07.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input13.txt"", ""input14.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]",[],[],7.404227,0.336556,0.96695
gigel-si-raspandirea-vestilor,1333805692,user_0342,10.0,cpp,unknown,1344636729,0.0,0.870084,0.85,0.346025,0.338143,0.007882,low,22,0,22,0.0,0,5,17,False,[],"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input04.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt"", ""input21.txt""]","[""input04.txt"", ""input09.txt"", ""input14.txt"", ""input20.txt"", ""input21.txt""]","[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input03.txt"", ""input05.txt"", ""input06.txt"", ""input07.txt"", ""input08.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt""]",17.853848,0.811539,3.0
gigel-si-raspandirea-vestilor,1333805723,user_0342,10.0,cpp,unknown,1344636729,0.0,0.867066,0.85,0.34512,0.332931,0.012189,low,22,6,16,27.27,16,0,0,False,"[""input00.txt"", ""input01.txt"", ""input02.txt"", ""input04.txt"", ""input06.txt"", ""input21.txt""]","[""input03.txt"", ""input05.txt"", ""input07.txt"", ""input08.txt"", ""input09.txt"", ""input10.txt"", ""input11.txt"", ""input12.txt"", ""input13.txt"", ""input14.txt"", ""input15.txt"", ""input16.txt"", ""input17.txt"", ""input18.txt"", ""input19.txt"", ""input20.txt""]",[],[],5.677262,0.258057,0.721529
